CountyYear,Pop,All industry total,Private industries,"                Agriculture, forestry, fishing and hunting","                Mining, quarrying, and oil and gas extraction",Utilities,Construction,Manufacturing,Durable goods manufacturing,Nondurable goods manufacturing,Wholesale trade,Retail trade,Transportation and warehousing,Information,"                Finance, insurance, real estate, rental, and leasing",Finance and insurance,Real estate and rental and leasing,Professional and business services,"                        Professional, scientific, and technical services",Management of companies and enterprises,Administrative and support and waste management and remediation services,"                Educational services, health care, and social assistance",Educational services,Health care and social assistance,"                Arts, entertainment, recreation, accommodation, and food services","                        Arts, entertainment, and recreation",Accommodation and food services,Other services (except government and government enterprises),Government and government enterprises
Tooele2021,76734,"2,545,926","2,096,703","20,909","54,622","18,731","234,674","553,528","420,086","133,442","21,790","160,289","129,056","22,986","398,669","36,102","362,567","190,866","58,871","8,424","123,571","126,336","23,492","102,844","69,856","12,539","57,317","94,390","449,223"
Tooele2022,79934,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uintah2000,25215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uintah2001,25786,"878,448","756,437","24,108","241,754","85,144","31,917","7,418","4,761","2,657","29,328","51,230","30,905",S,"135,314","21,405","113,910",S,S,S,"7,806","19,536","1,103","18,433","14,196","1,967","12,229","37,769","122,011"
Uintah2002,26395,"835,709","710,318","2,348","213,624","79,046","28,323","8,784","5,537","3,247","30,483","52,898","32,012","9,605","136,184","20,770","115,415","40,539",S,S,"7,417","22,189","1,261","20,928","13,644","1,418","12,226","40,639","125,391"
Uintah2003,26561,"978,391","851,164","24,514","308,407","70,571","34,246","10,317","7,630","2,687","33,033","59,219","35,046","12,429","144,597","19,552","125,045","42,155",S,S,"8,712","24,201","1,298","22,902","14,387","1,574","12,812","38,042","127,227"
Uintah2004,26994,"1,161,186","1,027,914","22,949","457,601","82,740","31,325","9,698","7,583","2,115","39,617","62,240","43,352","15,463","159,141","18,177","140,965","23,857",S,S,S,"27,606","1,259","26,347","16,791","1,519","15,272","35,534","133,272"
Uintah2005,27661,"1,571,451","1,428,033","11,039","747,171","83,407","37,340","10,394","8,492","1,902","48,966","66,438","52,776","18,139","228,146","18,946","209,200","37,053",S,S,"11,354","30,147","1,159","28,988","18,662","1,504","17,159","38,356","143,418"
Uintah2006,28662,"2,037,569","1,880,962","8,662","1,034,540","92,850","58,211","13,520","10,848","2,672","58,974","74,461","77,274","22,277","294,324","23,057","271,268","45,055","21,789",S,S,"33,798",979,"32,819","21,905","1,197","20,709","45,109","156,607"
Uintah2007,29920,"2,328,712","2,168,646","10,777","1,202,519","84,270","102,659","15,853","12,334","3,519","75,884","81,691","92,243",S,"310,519","25,285","285,234",S,"27,756",S,S,"35,210","1,145","34,065","26,908",879,"26,029","50,177","160,066"
Uintah2008,31009,"2,638,114","2,465,860","6,743","1,455,730","91,480","113,688","15,330","11,478","3,852","83,991","85,121","109,906",S,"300,032","19,903","280,129",S,"34,660",S,S,"39,457","1,289","38,168","31,214",561,"30,653","47,203","172,254"
Uintah2009,32931,"2,087,449","1,907,242","15,048","971,027","96,249","92,050","12,991","9,894","3,097","80,328","80,396","79,246","30,182","282,690","20,660","262,031","50,173","34,230",S,S,"44,367","1,360","43,007","28,137",572,"27,564","44,358","180,207"
Uintah2010,32465,"2,166,280","1,978,105","11,165","1,029,588","112,778","99,645","12,816","10,193","2,624","85,047","74,240","75,183","26,950","275,213","19,377","255,836","59,353","36,717",S,S,"46,259","1,505","44,754","28,184",817,"27,366","41,685","188,175"
Uintah2011,33246,"2,280,356","2,086,780","1,932","1,130,216","115,098","69,410","17,537","14,083","3,454","94,517","78,367","84,215","22,379","284,520","16,551","267,969","65,004","41,405",S,S,"49,755","1,579","48,176","30,163",830,"29,333","43,667","193,576"
Uintah2012,34648,"2,217,634","2,022,628","4,688","1,002,279","117,466","95,234","17,213","15,327","1,886","107,226","81,204","93,155","19,415","281,210","20,672","260,539","69,298","46,129",S,S,"50,846","1,805","49,041","34,503",751,"33,752","48,890","195,005"
Uintah2013,35696,"2,274,992","2,072,749","19,254","1,036,648","128,278","98,984","15,970","14,229","1,741","101,820","87,606","89,805","23,860","262,300","17,266","245,034","71,242","51,283",S,S,"50,545","2,276","48,269","33,803",787,"33,017","52,634","202,243"
Uintah2014,36934,"2,458,113","2,244,332","25,927","1,166,895","130,518","126,028","13,349",S,S,"99,794","89,244","96,135","27,088","264,163","18,744","245,419","60,711","46,953",S,S,"52,700","2,827","49,873","34,629","1,139","33,489","57,151","213,781"
Uintah2015,37815,"1,831,836","1,613,890","19,693","599,020","139,333","97,921","11,654","9,847","1,807","88,198","91,278","66,060","33,318","264,014","18,090","245,924","59,481","34,764",S,S,"56,951","4,334","52,617","34,811","1,076","33,735","52,160","217,945"
Uintah2016,36261,"1,581,915","1,360,972","1,714","427,337","141,877","73,064","9,373","7,820","1,553","74,444","92,565","55,327","31,741","267,324","16,457","250,868","48,227","24,219","11,960","12,047","59,602","6,245","53,357","33,177","1,148","32,030","45,199","220,944"
Uintah2017,35235,"1,712,778","1,486,616","4,640","538,241","169,258","70,993","12,220","10,007","2,213","66,370","93,939","63,992","24,789","260,798","16,178","244,620","41,360","18,430","12,416","10,514","59,848","6,300","53,548","32,915","1,057","31,858","47,255","226,162"
Uintah2018,35407,"1,729,838","1,493,264","1,169","525,486","177,824","63,749","14,940","12,411","2,529","63,368","103,551","72,268","15,505","260,369","18,657","241,712","43,246","21,168",S,S,"63,856","6,586","57,270","37,384","1,254","36,130","50,547","236,574"
Uintah2019,35806,"1,719,230","1,478,023","12,393","465,312","187,693","63,775","19,518","16,033","3,485","81,749","110,439","73,596","14,593","243,859","19,656","224,203","46,937","25,652",S,S,"67,892","7,435","60,457","39,237","1,305","37,932","51,030","241,208"
Uintah2020,35671,"1,586,827","1,336,300","5,871","315,724","192,618","66,912","24,173","20,017","4,156","92,370","114,454","60,476","14,870","252,634","22,422","230,212","41,235","22,486","5,790","12,959","65,537","6,590","58,947","35,687","1,650","34,037","53,738","250,527"
Uintah2021,36232,"1,735,829","1,486,694","12,260","354,299","187,774","80,148","37,895","31,722","6,172","119,541","128,831","69,583","15,712","253,621","24,513","229,108","51,912","31,633",S,S,"70,211","8,286","61,925","47,011","3,268","43,743","57,896","249,135"
Uintah2022,37141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah2000,371811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah2001,385671,"8,855,095","7,752,436","25,310","5,599","21,182","532,161","1,154,474",S,S,"335,691","751,141","109,163","813,056","1,508,253","307,941","1,200,311","828,128","525,381","65,629","237,118","1,117,969","532,808","585,161","231,186","46,941","184,245","319,124","1,102,659"
Utah2002,397190,"9,151,139","7,996,969","6,006","4,161","21,351","540,350","1,136,443","665,718","470,724","324,445","778,192","104,189","943,471","1,537,579","357,089","1,180,490","816,235","517,178","69,330","229,727","1,185,245","544,963","640,282","240,455","38,572","201,883","358,848","1,154,170"
Utah2003,406158,"9,662,439","8,462,019","36,275","4,141","20,697","527,341","1,136,291","660,303","475,989","336,741","864,969","100,716","1,063,637","1,615,760","380,713","1,235,047","876,319","570,004","63,843","242,472","1,246,841","577,739","669,101","248,935","41,875","207,060","383,354","1,200,420"
Utah2004,416220,"10,562,331","9,292,801","53,555","6,279","22,337","688,642","1,171,370","707,092","464,278","438,759","974,364","102,242","1,182,865","1,704,829","387,620","1,317,209","963,765","591,466","71,456","300,843","1,313,322","626,330","686,991","262,983","44,539","218,444","407,488","1,269,530"
Utah2005,430697,"11,680,201","10,312,542","42,520","18,505","27,726","814,560","1,245,014","792,461","452,553","562,761","990,444","119,798","1,313,877","1,977,148","394,044","1,583,104","1,091,651","665,972","82,375","343,303","1,420,735","679,047","741,688","281,342","48,000","233,342","406,462","1,367,658"
Utah2006,448296,"13,013,757","11,557,526","34,570","8,879","35,942","1,096,366","1,535,348","1,023,248","512,100","646,833","1,075,689","138,200","1,257,237","2,100,492","460,979","1,639,513","1,297,489","794,513","119,341","383,635","1,580,116","762,057","818,059","318,836","48,587","270,248","431,529","1,456,231"
Utah2007,469574,"14,541,604","13,003,623","40,700","9,580","72,199","1,292,986","1,905,975","1,368,591","537,384",S,"1,123,748","142,192","1,472,504","2,312,303","466,981","1,845,322","1,445,953","917,867","96,025","432,061","1,678,048","812,126","865,922","350,573","51,804","298,769",S,"1,537,981"
Utah2008,487615,"15,091,775","13,426,075","25,096","9,598","99,237","1,036,794","1,931,039","1,374,429","556,610","690,105","1,098,645","126,820","1,641,771","2,505,872","377,782","2,128,090","1,654,108","1,070,903","105,689","477,516","1,776,596","827,206","949,390","360,144","57,344","302,801","470,248","1,665,700"
Utah2009,504801,"15,312,641","13,620,240","37,849","9,622","96,896","690,744","2,553,541","1,731,421","822,119","633,830","1,082,560","151,777","1,566,768","2,487,278","362,208","2,125,070","1,556,898","1,016,741","110,828","429,330","1,916,812","885,411","1,031,401","342,707","62,797","279,910","492,959","1,692,401"
Utah2010,520033,"15,822,407","14,056,415","71,987","8,499","112,356","621,548","2,760,677","2,009,033","751,643","673,691","1,083,421","180,636","1,671,029","2,485,084","366,931","2,118,153","1,544,714","1,000,937","83,934","459,843","1,992,303","914,686","1,077,617","356,466","66,374","290,092","494,004","1,765,992"
Utah2011,530844,"16,643,126","14,820,547","131,608","16,499","99,503","666,470","2,690,627","1,980,319","710,309","718,084","1,130,828","161,445","1,940,399","2,640,581","389,356","2,251,224","1,682,765","1,163,732","85,767","433,266","2,049,100","916,313","1,132,786","375,415","70,998","304,417","517,223","1,822,579"
Utah2012,539970,"17,154,725","15,331,656","184,643","22,768","139,611","995,070","2,184,811","1,534,843","649,968","745,611","1,194,629","156,583","2,029,517","2,764,148","529,165","2,234,983","1,805,409","1,247,358","84,474","473,577","2,131,522","944,325","1,187,197","417,168","83,822","333,346","560,166","1,823,068"
Utah2013,551689,"18,265,937","16,369,807","119,339","19,495","125,882","1,221,327","2,077,883","1,483,726","594,157","854,011","1,374,061","156,155","2,219,838","2,944,475","504,106","2,440,369","2,024,789","1,447,079","92,258","485,452","2,202,673","957,278","1,245,395","445,649","89,414","356,236","584,231","1,896,130"
Utah2014,561171,"19,356,426","17,422,265","118,351","23,418","187,296","1,444,542","2,083,205","1,387,154","696,051","920,644","1,617,195","160,108","2,358,505","2,901,219","521,840","2,379,379","2,205,251","1,548,636","95,296","561,319","2,285,924","1,009,085","1,276,839","486,743","102,353","384,390","629,864","1,934,161"
Utah2015,573289,"21,276,559","19,327,110","78,512","16,190","219,098","1,728,340","2,356,292","1,545,874","810,417","1,084,709","1,946,621","187,561","2,534,140","3,176,240","607,154","2,569,086","2,408,703","1,679,319","101,931","627,453","2,374,855","1,018,137","1,356,718","555,460","119,063","436,397","660,390","1,949,449"
Utah2016,591107,"23,025,340","20,953,727",S,"16,297",S,"2,141,866","2,308,806","1,484,153","824,653","1,188,573","2,122,811","200,220","2,805,105","3,463,154","667,558","2,795,596","2,557,896","1,795,860","113,754","648,281","2,564,718","1,046,350","1,518,369","597,223","125,963","471,260",S,"2,071,613"
Utah2017,607612,"24,515,530","22,348,214","30,771","27,400","210,416","2,426,497","2,521,175","1,627,621","893,554","1,302,749","2,197,972","218,154","2,822,935","3,783,383","727,108","3,056,275","2,782,564","1,991,500","111,469","679,595","2,678,600","1,089,610","1,588,990","635,507","116,119","519,389","710,090","2,167,316"
Utah2018,622076,"27,340,053","25,137,312","26,390","31,176","284,073","2,789,137","2,836,805","1,913,504","923,301","1,474,372","2,415,348","237,293","3,148,431","3,999,038","807,108","3,191,930","3,515,100","2,542,243","178,000","794,857","2,909,338","1,146,384","1,762,954","727,594","133,372","594,222","743,218","2,202,741"
Utah2019,635675,"30,392,713","28,078,949","13,941","37,210","343,921","3,036,784","3,201,618","2,109,454","1,092,165","1,426,741","2,518,452","260,111","3,518,896","4,668,323","868,602","3,799,722","4,330,663","3,229,796","192,881","907,986","3,118,787","1,218,513","1,900,274","810,033","164,588","645,445","793,468","2,313,764"
Utah2020,663559,"32,417,981","29,908,016","14,169","35,118","464,023","3,580,404","3,336,175","2,121,567","1,214,608","1,284,547","2,755,866","269,948","3,961,597","4,998,443","1,038,489","3,959,954","4,380,875","3,196,672","205,809","978,394","3,158,426","1,178,589","1,979,837","749,092","151,527","597,565","919,334","2,509,965"
Utah2021,685806,"36,166,707","33,485,990","17,063","67,244","548,563","3,794,008","3,670,922","2,279,430","1,391,492","1,477,098","3,276,019","330,832","4,713,710","5,620,611","1,395,962","4,224,648","4,581,695","3,195,443","218,492","1,167,759","3,404,467","1,255,430","2,149,038","980,052","233,305","746,747","1,003,708","2,680,717"
Utah2022,702434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wasatch2000,15421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wasatch2001,16205,"324,736","269,603",S,"1,984",S,"40,981","17,195",S,S,S,"24,964","14,831","2,562","70,130","7,509","62,622","28,317","9,869","16,376","2,071","15,572",641,"14,931","25,109","1,674","23,436","15,272","55,133"
Wasatch2002,16975,"353,165","295,749",S,"2,114",S,"46,674","17,971",S,S,"10,618","27,049","15,381","3,516","75,406","9,164","66,241","31,076","12,728","16,062","2,286","15,568",299,"15,269","27,873","2,141","25,731","17,001","57,416"
Wasatch2003,17765,"382,386","321,883","3,054","1,606","1,986","51,582","23,296",S,S,"10,044","29,070","17,589","4,380","81,751","11,775","69,977","33,894","13,641","14,908","5,345","16,280",430,"15,850","29,920","1,810","28,110","17,431","60,503"
Wasatch2004,18349,"384,400","322,330",451,"3,120","2,081","40,880","18,899",S,S,"11,253","27,689","15,564","5,926","82,231","14,103","68,128","44,623","15,929","20,870","7,823","17,582",600,"16,982","34,008","2,845","31,164","18,023","62,070"
Wasatch2005,19410,"435,690","368,095","1,518","10,314",S,"54,820","21,642",S,S,S,"24,920","13,526","9,292","103,646","15,648","87,998","37,869","18,444",S,S,"17,617",975,"16,641","38,470","2,415","36,056","18,356","67,595"
Wasatch2006,20755,"497,755","423,372","5,277","26,759","2,376","56,854","15,699","12,820","2,880",S,S,S,"15,701","112,656","19,736","92,920","38,235","20,987",S,S,"22,341",949,"21,392","51,766","2,893","48,874","20,078","74,384"
Wasatch2007,21413,"556,572","475,950",S,"23,401","2,479","83,323","15,002","12,909","2,093","17,136","31,421",S,"18,070","112,952","20,481","92,471","45,388","25,831","9,732","9,825","24,024","1,179","22,846","65,635","2,895","62,740","21,247","80,622"
Wasatch2008,22120,"564,799","476,588","7,303","20,310","3,245","76,912","14,976","10,730","4,246","17,789","33,976","7,031","16,009","123,334","15,052","108,282","51,539","28,849",S,S,"28,832","1,458","27,374","52,697","3,414","49,283","22,636","88,211"
Wasatch2009,22886,"543,711","453,722","6,827","23,106","2,989","45,377","17,554","9,933","7,621","16,990","30,802",S,"15,026","136,179","12,737","123,442",S,"27,287",S,S,"31,756","2,622","29,133","47,610","3,571","44,039","23,875","89,989"
Wasatch2010,23642,"568,680","476,027","6,290","28,656","3,675","52,990","18,721","9,843","8,878","16,346","30,990",S,"14,301","136,579","12,319","124,260",S,S,S,"14,165","35,528","2,870","32,658","50,666","3,213","47,453","23,591","92,654"
Wasatch2011,24404,"582,644","488,532",910,"27,145","3,995","51,823","21,443","11,488","9,956","14,148","35,286",S,"14,054","143,489","14,314","129,175",S,S,S,"17,626","39,524","3,613","35,911","49,697","3,759","45,938","24,780","94,112"
Wasatch2012,25340,"588,659","495,048","3,277","1,333","3,664","59,557","19,901","10,656","9,245","13,809","42,485",S,"13,745","152,680","17,269","135,411",S,S,S,"19,652","43,508","4,835","38,673","45,893","6,110","39,783","26,416","93,611"
Wasatch2013,26578,"673,892","577,197","1,094","1,153","3,786","106,220","21,840","11,333","10,507","14,774","48,081","14,489","18,144","155,896","14,596","141,300","68,449","32,605","12,909","22,935","47,254","5,400","41,853","47,767","8,408","39,359","28,249","96,695"
Wasatch2014,27815,"721,395","616,726","2,822","1,470","2,401","126,542","24,919","13,909","11,010","16,582","49,918","12,297","16,673","155,192","13,033","142,159","78,353","41,752","11,980","24,621","48,784","6,271","42,514","48,835","8,326","40,509","31,938","104,669"
Wasatch2015,29131,"779,588","669,764",783,832,S,"153,944","25,942","15,198","10,744","18,348","56,413","10,623","17,955","162,710","13,248","149,461",S,"49,019",S,S,"53,807","6,609","47,197","48,836","7,514","41,322","35,022","109,824"
Wasatch2016,30433,"850,459","735,026",S,655,S,"194,591","26,724","15,976","10,749","20,057","61,587","10,099","19,156","169,103","14,266","154,837",S,"48,875",S,"24,564","60,478","7,325","53,152","47,398","7,435","39,963","37,653","115,434"
Wasatch2017,32045,"966,484","841,349","4,064","3,134","6,641","233,814","30,686","17,971","12,715","21,090","73,002","13,754","23,434","184,956","16,151","168,805","87,161","51,818","6,988","28,355","60,702","7,687","53,014","58,438","10,798","47,640","40,473","125,135"
Wasatch2018,33278,"1,016,966","882,292","3,293","1,749","8,945","220,513","35,159","20,071","15,088","22,378","87,675","13,114","21,501","176,015","19,484","156,531","92,108","56,376","1,235","34,497","63,724","8,256","55,468","92,553","14,746","77,808","43,564","134,674"
Wasatch2019,34210,"1,153,872","1,009,426",S,"1,320",S,"273,890","44,304","22,143","22,161","25,071","86,586","15,554","23,458","200,376","31,778","168,598","106,257","63,366","8,885","34,006","68,257","8,686","59,571","103,750","16,366","87,384","47,690","144,446"
Wasatch2020,35063,"1,145,745","990,338",696,398,"17,619","268,453","45,941","24,487","21,454","25,219","87,601","17,729","25,828","201,613","30,561","171,052","101,423","71,384","3,242","26,797","74,840","8,229","66,611","70,463","16,318","54,145","52,514","155,407"
Wasatch2021,36260,"1,311,628","1,141,808","1,018",337,"17,728","325,896","52,949","29,885","23,064","29,648","103,931","21,645","28,501","207,070","36,418","170,652","122,500","82,449","7,016","33,035","76,915","9,684","67,231","98,018","22,853","75,165","55,653","169,820"
Wasatch2022,36619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington2000,91206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington2001,94512,"1,986,921","1,743,642",S,"13,268",S,"191,373","105,021","78,687","26,334","53,852","259,877","122,429",S,"448,330","81,165","367,165","117,816","57,583","24,930","35,302","169,732","4,974","164,758","122,594","14,943","107,651","86,941","243,279"
Washington2002,99274,"2,132,802","1,880,051","6,226","8,413","4,400","203,651","116,297","86,650","29,648","56,455","271,929","137,944","59,576","466,346","97,772","368,574","128,061","65,965","21,021","41,076","188,443","5,718","182,725","132,076","18,579","113,497","100,233","252,751"
Washington2003,104188,"2,333,790","2,062,358","5,118","5,704","4,572","241,634","141,532","108,560","32,972","59,738","297,870","145,374","72,407","494,527","106,822","387,705","129,238","69,563","18,763","40,912","220,714","4,591","216,123","138,188","21,974","116,214","105,742","271,432"
Washington2004,110207,"2,620,738","2,323,776","1,233","8,711","5,506","299,438","152,162","125,676","26,486","66,297","356,341","147,659","84,872","531,201","127,355","403,846","150,344","77,229","20,548","52,567","253,625","6,082","247,543","151,636","22,242","129,393","114,752","296,962"
Washington2005,119000,"3,030,806","2,695,451","1,838","16,536","6,433","382,250","172,368","148,685","23,682","74,727","382,804","174,899","92,731","646,271","142,938","503,333","168,400","94,953","10,884","62,562","281,405","7,312","274,093","169,427","23,930","145,497","125,363","335,356"
Washington2006,126796,"3,469,718","3,094,736","9,334","36,897","8,204","475,274","190,376","168,345","22,031","88,052","417,858","181,592","102,950","707,874","166,340","541,533","200,665","113,439","14,093","73,132","336,135","7,862","328,274","204,696","27,171","177,525","134,830","374,982"
Washington2007,132277,"3,713,783","3,309,857","13,471","39,127","7,654","508,302","215,919","190,668","25,251","99,954","421,294","179,548",S,"755,396","155,878","599,518","228,735","131,652","11,400","85,683","367,446","8,853","358,593","221,202","29,401","191,801",S,"403,926"
Washington2008,135552,"3,638,577","3,193,408",S,"35,678",S,"356,917","202,010","178,595","23,416","105,022","384,851","173,492",S,"735,637","119,182","616,455","243,168","142,484","13,816","86,868","445,318","9,756","435,562","218,052","28,452","189,599","135,865","445,169"
Washington2009,137088,"3,371,977","2,893,192",S,"39,176",S,"208,651","176,092","147,413","28,679","95,602","352,577","174,536",S,"675,355","98,950","576,405","225,054","127,477","13,270","84,306","472,694","13,990","458,704","202,676","31,358","171,318","135,941","478,786"
Washington2010,138397,"3,376,773","2,890,525",S,"37,267",S,"164,502","174,962","145,413","29,549","99,791","339,390","174,422",S,"728,877","100,989","627,888","237,969","126,989","16,658","94,323","459,989","18,095","441,894","206,856","33,569","173,287","140,218","486,248"
Washington2011,141288,"3,461,790","2,962,226","1,535","37,112","13,531","165,400","187,313","153,839","33,474","110,860","334,299","185,541","101,340","730,681","102,461","628,221","242,755","135,897","15,633","91,225","479,919","18,700","461,219","223,760","38,452","185,309","148,180","499,563"
Washington2012,144216,"3,807,516","3,307,538",S,S,S,"207,570","221,703","176,937","44,766","123,268","348,646","185,355","115,576","902,254","114,130","788,125","262,769","149,176","17,286","96,307","478,819","23,785","455,034","251,237","39,803","211,434","163,742","499,977"
Washington2013,147099,"4,214,219","3,705,465",S,"30,148",S,"308,454","222,248","173,381","48,867","141,521","385,492","203,328","138,182","1,001,467","119,854","881,613",S,"164,704",S,"104,040","522,522","27,779","494,743","279,915","53,658","226,257","169,314","508,754"
Washington2014,151231,"4,451,353","3,915,292",S,"44,289",S,"350,396","240,810","185,220","55,590","148,372","406,986","244,188","139,011","969,888","125,569","844,319",S,"181,823",S,"113,900","556,634","30,104","526,530","298,632","55,590","243,042","185,667","536,062"
Washington2015,154839,"4,851,180","4,299,844",S,"32,312",S,"402,063","276,434","216,469","59,965","161,091","444,690","263,288","156,179","1,085,132","138,788","946,344",S,"206,967",S,"115,946","604,353","27,359","576,994","318,663","50,433","268,230","195,426","551,335"
Washington2016,159537,"5,403,722","4,819,751","7,099","38,016","23,275","525,422","267,044","210,239","56,805","188,060","498,388","276,398",S,"1,226,157","163,129","1,063,028","365,145","227,657","18,641","118,848","684,086","28,872","655,214","328,232","52,537","275,694",S,"583,971"
Washington2017,166195,"6,040,338","5,423,669",S,"56,837",S,"681,564","304,773","232,804","71,969","213,429","524,994","313,679","199,905","1,408,264","197,798","1,210,466",S,"245,803",S,"130,162","712,447","31,973","680,475","359,783","59,835","299,947","221,115","616,669"
Washington2018,172051,"6,623,047","5,960,862",S,"100,007",S,"718,494","342,825","262,471","80,354","213,616","580,471","376,232","206,667","1,512,024","219,458","1,292,565",S,"300,189",S,"143,813","770,228","38,552","731,676","393,977","68,167","325,810","238,885","662,186"
Washington2019,177938,"7,065,084","6,366,963",S,"108,272",S,"735,882","357,059","264,060","93,000","208,596","624,536","382,150","207,012","1,693,909","235,515","1,458,394",S,"298,311",S,"163,713","832,303","44,417","787,886","421,557","67,124","354,433","259,191","698,121"
Washington2020,182009,"7,487,167","6,747,081","2,141","136,050","65,356","903,019","372,802","269,544","103,257","219,476","666,744","329,769","203,542","1,776,532","319,654","1,456,877","532,794","332,490","30,783","169,521","876,009","45,045","830,964","360,937","54,980","305,957","301,911","740,085"
Washington2021,191476,"8,338,042","7,535,649","2,448","197,897","69,450","988,256","408,023","291,642","116,381","263,149","802,630","366,533","218,652","1,851,701","316,758","1,534,944","603,110","368,920","33,199","200,992","946,421","50,437","895,984","487,277","74,874","412,402","330,099","802,394"
Washington2022,197680,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne2000,2533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne2001,2532,"66,808","52,811","11,497",0,607,"3,117","2,701",S,S,S,"3,598",S,141,"10,547",S,S,S,S,0,264,"9,339",S,S,"4,712",S,S,"1,926","13,996"
Wayne2002,2559,"63,571","49,724",S,0,744,"2,984",S,S,S,S,"3,671",S,168,"11,350",S,S,380,S,0,S,S,136,S,"5,031",S,S,"1,992","13,846"
Wayne2003,2527,"64,677","50,394",S,0,858,"3,122",S,S,S,S,"4,591","3,172",S,"11,555",S,S,309,S,0,S,"8,244",106,"8,138","4,571",S,S,"2,024","14,282"
Wayne2004,2505,"64,070","48,902","7,618",0,"1,403","3,360",949,371,578,S,"6,158","1,570",S,"11,463",S,S,263,S,0,S,"9,095",S,S,"4,133",S,S,"2,111","15,167"
Wayne2005,2510,"68,869","53,578","8,894",0,"1,458","4,599",683,332,351,S,"5,236",S,S,"13,825",S,S,325,S,0,S,"11,003",S,S,"4,136",109,"4,028","2,040","15,291"
Wayne2006,2594,"66,403","50,318","3,485",0,"1,657","5,527",778,531,246,S,"4,094",S,S,"14,814",S,S,399,S,0,S,"11,498",S,S,"4,865",219,"4,646","1,905","16,085"
Wayne2007,2648,"74,643","58,219","6,760",0,"1,714","5,486",760,617,143,S,"3,691",S,S,"17,261",S,S,478,155,0,323,"11,577",S,S,"5,596",275,"5,321","1,887","16,423"
Wayne2008,2731,"78,437","60,664","2,711",0,"1,979","7,825","1,223",887,336,778,"3,282",S,S,"18,139",S,S,512,S,0,S,"11,803",S,S,"6,743",384,"6,359","2,221","17,773"
Wayne2009,2788,"75,909","57,614","2,366","1,663","1,952","4,833","1,670","1,190",480,962,"3,402",S,S,"18,086",S,S,747,S,0,S,"10,332",S,S,"6,725",745,"5,980","2,297","18,295"
Wayne2010,2772,"77,842","58,841",865,"2,809","1,971","3,714","2,066","1,622",444,965,"3,192",S,S,"19,871",S,S,"1,173",S,0,S,"9,715",S,S,"8,427",811,"7,616","2,213","19,000"
Wayne2011,2742,"78,036","58,780","1,935","1,886","2,129","3,773","2,485","2,458",27,927,"3,016",S,S,"19,909",S,S,936,S,0,S,"7,560",S,S,"9,787",913,"8,874","2,395","19,256"
Wayne2012,2704,"66,142","47,662",686,"2,238","1,964","3,840","1,311","1,221",90,730,"3,132",S,S,"14,743",S,S,"1,251","1,064",0,187,"3,499",S,S,"10,442",369,"10,072","2,397","18,480"
Wayne2013,2712,"83,652","65,568",S,"3,926","2,175","5,486",S,S,20,S,"3,433",S,S,"14,720",S,S,"1,319","1,123",0,196,"4,112",S,S,"10,938",418,"10,520","2,433","18,085"
Wayne2014,2695,"87,832","69,029","12,379","6,598","1,942","7,277","1,334",970,365,S,"3,634",S,S,S,S,"13,309","1,790",S,0,S,"4,494",S,S,"10,209",644,"9,566","2,485","18,803"
Wayne2015,2689,"92,872","73,677","12,396","10,568","1,799","7,938","1,073",750,323,S,"3,933",S,S,"13,940",455,"13,485",S,"1,120",0,S,"4,073",182,"3,891","10,703",761,"9,942","2,427","19,195"
Wayne2016,2671,"90,936","71,543","7,931","9,002","1,856","9,039",679,426,253,S,"4,689","1,258",S,"14,692",S,S,"1,740","1,544",0,196,"5,132",158,"4,974","11,118","1,127","9,990","2,512","19,393"
Wayne2017,2699,"97,503","77,716","7,150","10,768","1,635","11,502",437,S,S,S,"5,025","1,061",S,"15,258",S,S,"2,073","1,946",0,127,"5,937",92,"5,845","12,335","1,536","10,799","2,555","19,787"
Wayne2018,2657,"110,977","91,251",S,345,"1,600","13,767",S,323,S,S,"5,467","1,053",S,"17,334",S,S,S,"3,523","10,249",S,"6,448",45,"6,403","14,289","1,400","12,889","2,560","19,727"
Wayne2019,2703,"117,898","97,222","10,838","3,505","1,768","14,089",356,S,S,"1,605","5,967",S,S,S,S,"17,506","13,564",S,"9,810",S,"6,794",11,"6,783","15,842","1,227","14,615","2,497","20,676"
Wayne2020,2508,"119,158","97,275","12,562","3,156","1,890","17,732",739,S,S,"1,477","6,095",S,S,"19,505",S,S,"9,592",S,"5,933",S,"7,627",38,"7,589","12,056","1,095","10,960","3,061","21,882"
Wayne2021,2567,"131,858","109,386","14,712",S,"1,958","17,307",S,299,S,S,"7,635","1,307",S,"21,513",S,S,"10,260",S,"6,171",S,"7,807",49,"7,758","17,606","1,332","16,274","3,257","22,472"
Wayne2022,2645,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weber2000,197437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
